Author (Citation),Sample ID,Total Length (cm),Waterbody,Region,Location,Latitude,Longitude,Class,Species,Tissue,N,n,Collection Date,Sampling Year,PFBS,PFBA,PFDA,PFDoA,PFHpA,PFHxS,PFHxA,PFNA,PFOSA,PFOS,PFOA,PFPeA,PFUnA
#34 GLHHFTS (2010),560227,65.08,Lake Superior,MI,NCCAGL10-1023,46.84623,-89.57309,Pisces,Lake trout,Composite fillet,1,5,8/26/10,2010,<0.1,<0.065,0.67,0.26,0.11,1.1,0.32,1,0.16,6.1,<0.1,0.85,2
#34 GLHHFTS (2010),563109,49.5,Lake Superior,MI,NCCAGL10-1032,46.87086,-88.23574,Pisces,Round whitefish,Fillet,1,1,6/23/10,2010,<0.1,<0.065,2.3,1.1,<0.088,0.2,<0.071,4.2,0.31,7.9,0.15,<0.13,3.7
#34 GLHHFTS (2010),560045,48.5,Lake Superior,MI,NCCAGL10-1006,46.88719,-88.32472,Pisces,Lake trout,Fillet,1,1,6/28/10,2010,<0.1,<0.065,0.47,0.28,<0.088,<0.12,<0.071,0.65,<0.08,2.4,<0.1,<0.13,1
#34 GLHHFTS (2010),560221,57.125,Lake Superior,MI,NCCAGL10-1034,46.90615,-89.34169,Pisces,Lake trout,Composite fillet,1,4,8/27/10,2010,<0.1,<0.065,2.2,0.83,<0.088,1.8,<0.071,1.8,<0.08,9.7,<0.1,0.72,3.6
#34 GLHHFTS (2010),560230,66.4,Lake Superior,MI,NCCAGL10-1036,46.9131,-89.26228,Pisces,Lake trout,Composite fillet,1,5,8/28/10,2010,<0.1,<0.065,1.6,0.61,<0.088,1.3,0.12,2.2,0.12,10,<0.1,0.69,3
#34 GLHHFTS (2010),560066,53.36666667,Lake Superior,MI,NCCAGL10-1010,46.92451,-87.84378,Pisces,Lake trout,Composite fillet,1,3,9/29/10,2010,<0.1,<0.065,0.9,0.39,<0.088,0.34,<0.071,0.87,<0.08,4.4,<0.1,<0.13,1.9
#34 GLHHFTS (2010),560225,67.46666667,Lake Superior,MI,NCCAGL10-1014,47.04289,-88.98127,Pisces,Lake trout,Composite fillet,1,3,8/28/10,2010,<0.1,<0.065,0.58,0.23,<0.088,2,0.26,0.54,<0.08,5.2,<0.1,0.42,0.61
#34 GLHHFTS (2010),560214,56.38,Lake Superior,MI,NCCAGL10-1026,47.11605,-88.91043,Pisces,Lake trout,Composite fillet,1,5,8/30/10,2010,<0.1,<0.065,0.82,<0.12,<0.088,<0.12,<0.071,0.72,<0.08,14,<0.1,<0.13,1.8
#34 GLHHFTS (2010),560042,57.3,Lake Superior,MI,NCCAGL10-1040,47.23721,-88.63144,Pisces,Brown trout,Fillet,1,1,6/16/10,2010,<0.1,0.47,0.79,0.51,<0.088,<0.12,0.25,1,0.26,35,<0.1,0.68,2.4
#34 GLHHFTS (2010),560226,63.1,Lake Superior,MI,NCCAGL10-1007,47.2838,-88.51741,Pisces,Lake trout,Composite fillet,1,5,8/29/10,2010,<0.1,<0.065,0.68,<0.12,<0.088,<0.12,<0.071,0.92,<0.08,5.9,<0.1,<0.13,1.7
#34 GLHHFTS (2010),560013,38.82,Lake Superior,MI,NCCAGL10-1003,47.38864,-87.92476,Pisces,Longnose sucker,Composite fillet,1,5,6/15/10,2010,<0.1,<0.065,2.8,2.3,<0.088,0.12,<0.071,4.8,0.16,7.2,<0.1,0.47,6.9
#34 GLHHFTS (2010),560191,46.1,Lake Superior,MN,NCCAGL10-1011,46.79049,-92.04478,Pisces,Longnose sucker,Composite fillet,1,4,8/29/10,2010,<0.1,<0.065,5.3,2.5,<0.088,<0.12,<0.071,6.6,<0.08,16,<0.1,<0.13,9.8
#34 GLHHFTS (2010),560184,51.7,Lake Superior,MN,NCCAGL10-2005,46.82414,-92.01783,Pisces,Lake trout,Fillet,1,1,8/29/10,2010,<0.1,<0.065,0.5,<0.12,<0.088,<0.12,<0.071,0.61,<0.08,9,<0.1,<0.13,0.7
#34 GLHHFTS (2010),560194,47.625,Lake Superior,MN,NCCAGL10-1001,47.14114,-91.45036,Pisces,Lake trout,Composite fillet,1,4,8/28/10,2010,<0.1,<0.065,0.18,<0.12,<0.088,1.2,<0.071,0.15,<0.08,4.8,<0.1,0.28,0.25
#34 GLHHFTS (2010),560195,54.43333333,Lake Superior,MN,NCCAGL10-1031,47.24485,-91.31001,Pisces,Lake trout,Composite fillet,1,3,8/28/10,2010,<0.1,<0.065,<0.057,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,22,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560188,61.34,Lake Superior,MN,NCCAGL10-1002,47.55628,-90.86774,Pisces,Lake trout,Composite fillet,1,5,8/27/10,2010,<0.1,<0.065,0.27,<0.12,<0.088,0.98,<0.071,0.2,<0.08,1.9,<0.1,0.21,0.53
#34 GLHHFTS (2010),560196,51.03333333,Lake Superior,MN,NCCAGL10-1029,47.7159,-90.47964,Pisces,Lake trout,Composite fillet,1,3,8/25/10,2010,<0.1,<0.065,<0.057,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,4.8,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560197,38.6,Lake Superior,MN,NCCAGL10-1039,47.78138,-90.16989,Pisces,Round whitefish,Composite fillet,1,3,8/25/10,2010,<0.1,<0.065,0.07,<0.12,<0.088,0.92,0.1,<0.083,<0.08,1.9,<0.1,0.24,0.12
#34 GLHHFTS (2010),560027,39.2,Lake Erie,OH,NCCAGL10-1161,41.43843,-82.92615,Pisces,Channel catfish,Composite fillet,1,5,6/15/10,2010,<0.1,<0.065,0.55,0.44,<0.088,0.32,<0.071,<0.083,<0.08,4.2,<0.1,<0.13,1.5
#34 GLHHFTS (2010),560025,34,Lake Erie,OH,NCCAGL10-1169,41.46351,-82.92911,Pisces,Channel catfish,Composite fillet,1,5,6/15/10,2010,<0.1,1.3,1,0.77,<0.088,0.21,<0.071,0.1,0.16,16,<0.1,0.83,1.5
#34 GLHHFTS (2010),560030,64.5,Lake Erie,OH,NCCAGL10-1141,41.50063,-82.21454,Pisces,Walleye,Fillet,1,1,6/9/10,2010,<0.1,<0.065,2.7,0.74,<0.088,0.15,<0.071,1.4,2.2,39,<0.1,<0.13,2.4
#34 GLHHFTS (2010),560031,32.63333333,Lake Erie,OH,NCCAGL10-1174,41.50192,-82.13009,Pisces,Walleye,Composite fillet,1,3,7/1/10,2010,<0.1,<0.065,2,0.75,<0.088,<0.12,<0.071,0.7,0.99,36,<0.1,<0.13,1.4
#34 GLHHFTS (2010),560029,51,Lake Erie,OH,NCCAGL10-2140,41.50642,-82.15552,Pisces,Walleye,Fillet,1,1,7/1/10,2010,<0.1,<0.065,1.1,0.53,<0.088,<0.12,<0.071,0.33,0.58,20,<0.1,<0.13,0.98
#34 GLHHFTS (2010),560035,50.1,Lake Erie,OH,NCCAGL10-1137,41.51047,-82.13911,Pisces,Walleye,Fillet,1,1,6/22/10,2010,<0.1,<0.065,2.7,0.61,<0.088,<0.12,<0.071,0.67,0.5,29,<0.1,<0.13,1.9
#34 GLHHFTS (2010),560097,54,Lake Erie,OH,NCCAGL10-1179,41.51697,-82.17261,Pisces,Walleye,Fillet,1,1,7/1/10,2010,<0.1,<0.065,1.8,0.6,<0.088,<0.12,<0.071,0.31,0.38,25,<0.1,<0.13,1.6
#34 GLHHFTS (2010),560095,18.87,Lake Erie,OH,NCCAGL10-1149,41.56669,-82.7652,Pisces,Yellow perch,Composite fillet,1,10,6/23/10,2010,<0.1,<0.065,0.89,0.6,<0.088,0.31,<0.071,0.38,0.62,50,0.3,<0.13,1.2
#34 GLHHFTS (2010),560040,48.75,Lake Erie,OH,NCCAGL10-1144,41.63394,-83.16825,Pisces,Freshwater drum,Composite fillet,1,4,6/25/10,2010,<0.1,<0.065,0.51,0.31,<0.088,<0.12,<0.071,<0.083,0.19,7.5,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560036,18.75,Lake Erie,OH,NCCAGL10-1157,41.71204,-83.24907,Pisces,Yellow perch,Composite fillet,1,10,6/18/10,2010,<0.1,<0.065,1.3,0.69,<0.088,0.15,0.07,0.63,3.2,61,<0.1,<0.13,1.3
#34 GLHHFTS (2010),560026,32,Lake Erie,OH,NCCAGL10-1163,41.73072,-83.44522,Pisces,Channel catfish,Composite fillet,1,3,6/7/10,2010,<0.1,<0.065,0.38,0.41,<0.088,<0.12,<0.071,<0.083,0.11,5,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560135,47,Lake Erie,OH,NCCAGL10-1178,41.74465,-81.39602,Pisces,Walleye,Fillet,1,1,8/10/10,2010,<0.1,<0.065,2.4,1.9,<0.088,0.16,<0.071,0.78,0.51,37,<0.1,<0.13,2.7
#34 GLHHFTS (2010),560096,32.35,Lake Erie,OH,NCCAGL10-1136,41.74625,-83.37917,Pisces,Freshwater drum,Composite fillet,1,2,8/10/10,2010,<0.1,0.47,2.8,1.4,0.15,0.2,<0.071,0.93,0.33,31,0.54,0.82,2.2
#34 GLHHFTS (2010),560137,60.95,Lake Erie,OH,NCCAGL10-1165,41.86898,-81.10047,Pisces,Walleye,Composite fillet,1,2,8/11/10,2010,<0.1,<0.065,3,1.7,<0.088,0.37,<0.071,1.2,0.63,45,<0.1,<0.13,1.6
#34 GLHHFTS (2010),560169,70.3,Lake Michigan,WI,NCCAGL10-1048,42.6147,-87.81058,Pisces,Lake trout,Fillet,1,1,8/21/10,2010,<0.1,<0.065,0.47,<0.12,<0.088,<0.12,<0.071,<0.083,0.44,15,<0.1,<0.13,0.96
#34 GLHHFTS (2010),560180,60.1,Lake Michigan,WI,NCCAGL10-1081,43.04134,-87.86151,Pisces,Coho salmon,Fillet,1,1,8/22/10,2010,<0.1,<0.065,<0.057,<0.12,<0.088,0.61,<0.071,<0.083,<0.08,19,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560150,70.2,Lake Michigan,WI,NCCAGL10-1059,43.32892,-87.86407,Pisces,Chinook salmon,Fillet,1,1,8/23/10,2010,<0.1,<0.065,0.49,0.35,<0.088,<0.12,<0.071,0.3,0.12,8,<0.1,<0.13,0.85
#34 GLHHFTS (2010),560211,65,Lake Michigan,WI,NCCAGL10-1071,43.71907,-87.65705,Pisces,Chinook salmon,Fillet,1,1,8/24/10,2010,<0.1,<0.065,0.36,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,17,<0.1,<0.13,0.52
#34 GLHHFTS (2010),560177,87,Lake Michigan,WI,NCCAGL10-1082,44.01482,-87.62677,Pisces,Chinook salmon,Fillet,1,1,8/25/10,2010,<0.1,<0.065,0.33,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,14,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560208,43.5,Lake Michigan,WI,NCCAGL10-1075,44.69307,-87.76815,Pisces,Channel catfish,Fillet,1,1,9/29/10,2010,<0.1,<0.065,0.71,0.54,<0.088,1.7,<0.071,<0.083,0.4,5,<0.1,0.28,0.8
#34 GLHHFTS (2010),560248,46.15,Lake Superior,WI,NCCAGL10-1044,46.61594,-90.5517,Pisces,Longnose sucker,Composite fillet,1,2,9/10/10,2010,<0.1,0.83,1.9,1.1,<0.088,0.53,0.11,3.6,0.17,4.6,0.97,1,4.2
#34 GLHHFTS (2010),560251,48.95,Lake Superior,WI,NCCAGL10-1013,46.6728,-90.81696,Pisces,Longnose sucker,Composite fillet,1,2,9/9/10,2010,<0.1,<0.065,0.71,<0.12,<0.088,<0.12,0.35,<0.083,0.48,7.9,0.25,0.22,1.6
#34 GLHHFTS (2010),560250,40.85,Lake Superior,WI,NCCAGL10-1033,46.67815,-90.78103,Pisces,White sucker,Composite fillet,1,2,9/10/10,2010,<0.1,1.1,0.31,0.21,<0.088,0.19,<0.071,0.38,0.81,2.7,0.45,0.67,0.76
#34 GLHHFTS (2010),560182,60.8,Lake Superior,WI,NCCAGL10-1041,46.71701,-91.99021,Pisces,Lake trout,Composite fillet,1,4,9/1/10,2010,<0.1,<0.065,<0.057,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,21,<0.1,<0.13,<0.104
#34 GLHHFTS (2010),560189,36.28,Lake Superior,WI,NCCAGL10-1019,46.72925,-91.78798,Pisces,Round whitefish,Composite fillet,1,5,9/1/10,2010,<0.1,<0.065,0.23,0.12,<0.088,<0.12,0.25,0.53,0.32,9.9,<0.1,0.33,0.36
#34 GLHHFTS (2010),560183,32.28,Lake Superior,WI,NCCAGL10-1005,46.77051,-91.62224,Pisces,Round whitefish,Composite fillet,1,5,9/1/10,2010,<0.1,<0.065,0.21,<0.12,<0.088,0.52,<0.071,0.69,0.15,12,0.22,0.49,0.38
#34 GLHHFTS (2010),560079,35.42,Lake Superior,WI,NCCAGL10-1028,46.81943,-91.33555,Pisces,Round whitefish,Composite fillet,1,5,9/18/10,2010,<0.1,0.45,0.67,0.28,<0.088,0.24,0.23,1.8,0.54,16,<0.1,0.63,1.1
#34 GLHHFTS (2010),560236,35.12,Lake Superior,WI,NCCAGL10-1009,46.95817,-90.84602,Pisces,Round whitefish,Composite fillet,1,5,9/14/10,2010,<0.1,<0.065,<0.057,<0.12,<0.088,<0.12,<0.071,<0.083,<0.08,8.6,<0.1,<0.13,<0.104
