Author (Citation),Sample ID,Waterbody,Location ,Latitude,Longitude,Class,Species,Tissue,N,n,Collection Date,Sampling Year,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFODA,PFBS,PFHxS,PFOS,PFDS
#53 Hebert et al (2022),#53HEB HG 1,Lake Superior,"Gull Rock, Pukaskwa National Park",48.58678541,-86.31187234,Aves,Herring gull,Composite eggs,15,15,5/15/18,2018,<0.063,<0.02,0.02,0.02,0.05,11.58,9.22,16.37,4.81,13.9,2.55,0.01,<0.005,0.01,0.29,64.31,0.55
