PFOS,PFDS,PFEtCHxS,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFPeDA
15,NA,NA,0.96,0.64,1,0.26,NA,NA,NA
35,NA,NA,9.1,3.5,6.8,1.2,NA,NA,NA
12,NA,NA,4.4,3.7,3.4,0.59,NA,NA,NA
26,NA,NA,0.45,0.57,0.65,0.21,NA,NA,NA
22,NA,NA,0.34,0.61,0.71,0.25,NA,NA,NA
25,NA,NA,0.44,0.58,0.59,0.21,NA,NA,NA
15,NA,NA,0.0632210522944709,0.85,0.87,0.32,NA,NA,NA
20,NA,NA,0.32,0.87,0.86,0.77,NA,NA,NA
6,NA,NA,0.0580058672739268,0.047901163837557,0.0775953515795542,0.0989047275078526,NA,NA,NA
29,NA,NA,0.54,0.64,0.69,0.32,NA,NA,NA
6.5,NA,NA,0.23,0.26,0.44,0.14,NA,NA,NA
12,NA,NA,0.0593320820772165,0.76,1.7,0.0932650588103304,NA,NA,NA
5.6,NA,NA,0.0542848538217126,0.0536715146932506,0.0902268525230636,0.0952293898578636,NA,NA,NA
12,NA,NA,0.25,0.8,1.3,0.48,NA,NA,NA
24,NA,NA,0.0591451427991053,3,6.8,1.6,NA,NA,NA
65,NA,NA,0.0688308777119567,0.76,0.89,0.0926604818103935,NA,NA,NA
5.8,NA,NA,0.26,0.65,1.1,0.45,NA,NA,NA
23,NA,NA,4.5,3.8,5.4,1.1,NA,NA,NA
5.8,NA,NA,0.0554524940466227,0.44,0.86,0.104953746075523,NA,NA,NA
19,NA,NA,0.48,0.5,1,0.41,NA,NA,NA
5,NA,NA,0.2,0.28,0.69,0.24,NA,NA,NA
12,NA,NA,0.24,0.6,0.8,0.25,NA,NA,NA
22,NA,NA,0.17,0.25,0.22,0.0905706988919525,NA,NA,NA
8.7,NA,NA,2.2,0.88,2.1,0.4,NA,NA,NA
4.8,NA,NA,4.2,4.2,9.3,2.2,NA,NA,NA
11,NA,NA,0.62,0.37,0.98,0.0923655110206331,NA,NA,NA
11,NA,NA,1.1,0.76,2,0.58,NA,NA,NA
16,NA,NA,0.8,0.53,1.3,0.31,NA,NA,NA
16,NA,NA,0.68,0.48,1.3,0.36,NA,NA,NA
22,NA,NA,0.78,0.77,1.9,0.37,NA,NA,NA
12,NA,NA,1.1,0.81,1.8,0.44,NA,NA,NA
12,NA,NA,0.49,0.4,0.85,0.17,NA,NA,NA
7.7,NA,NA,0.51,0.29,0.94,0.26,NA,NA,NA
28,NA,NA,0.94,0.63,2.4,0.57,NA,NA,NA
4.7,NA,NA,1.7,1.3,1.7,0.41,NA,NA,NA
6.1,NA,NA,1,0.67,2,0.26,NA,NA,NA
7.9,NA,NA,4.2,2.3,3.7,1.1,NA,NA,NA
2.4,NA,NA,0.65,0.47,1,0.28,NA,NA,NA
9.7,NA,NA,1.8,2.2,3.6,0.83,NA,NA,NA
10,NA,NA,2.2,1.6,3,0.61,NA,NA,NA
4.4,NA,NA,0.87,0.9,1.9,0.39,NA,NA,NA
5.2,NA,NA,0.54,0.58,0.61,0.23,NA,NA,NA
14,NA,NA,0.72,0.82,1.8,0.0894271864795823,NA,NA,NA
35,NA,NA,1,0.79,2.4,0.51,NA,NA,NA
5.9,NA,NA,0.92,0.68,1.7,0.0989817900489136,NA,NA,NA
7.2,NA,NA,4.8,2.8,6.9,2.3,NA,NA,NA
16,NA,NA,6.6,5.3,9.8,2.5,NA,NA,NA
9,NA,NA,0.61,0.5,0.7,0.103833308944604,NA,NA,NA
4.8,NA,NA,0.15,0.18,0.25,0.102204063939506,NA,NA,NA
22,NA,NA,0.0605289234627158,0.0472669116180611,0.0871587185570204,0.0824693080504064,NA,NA,NA
1.9,NA,NA,0.2,0.27,0.53,0.0855461509142848,NA,NA,NA
4.8,NA,NA,0.0385817703352802,0.0444384982711504,0.0777659092832919,0.0980253114508152,NA,NA,NA
1.9,NA,NA,0.0367263767565531,0.07,0.12,0.081254230553886,NA,NA,NA
4.2,NA,NA,0.0547631521968295,0.55,1.5,0.44,NA,NA,NA
16,NA,NA,0.1,1,1.5,0.77,NA,NA,NA
39,NA,NA,1.4,2.7,2.4,0.74,NA,NA,NA
36,NA,NA,0.7,2,1.4,0.75,NA,NA,NA
20,NA,NA,0.33,1.1,0.98,0.53,NA,NA,NA
29,NA,NA,0.67,2.7,1.9,0.61,NA,NA,NA
25,NA,NA,0.31,1.8,1.6,0.6,NA,NA,NA
50,NA,NA,0.38,0.89,1.2,0.6,NA,NA,NA
7.5,NA,NA,0.0669459687069414,0.51,0.0836551458517368,0.31,NA,NA,NA
61,NA,NA,0.63,1.3,1.3,0.69,NA,NA,NA
5,NA,NA,0.0549972304901245,0.38,0.0914961270183954,0.41,NA,NA,NA
37,NA,NA,0.78,2.4,2.7,1.9,NA,NA,NA
31,NA,NA,0.93,2.8,2.2,1.4,NA,NA,NA
45,NA,NA,1.2,3,1.6,1.7,NA,NA,NA
15,NA,NA,0.045610182289709,0.47,0.96,0.0953699703595589,NA,NA,NA
19,NA,NA,0.0675582616943241,0.0457476772581425,0.0894442770800534,0.102390655457154,NA,NA,NA
8,NA,NA,0.3,0.49,0.85,0.35,NA,NA,NA
17,NA,NA,0.0621147758791017,0.36,0.52,0.0946269422661093,NA,NA,NA
14,NA,NA,0.0489469513597545,0.33,0.0859059460951854,0.103440684780467,NA,NA,NA
5,NA,NA,0.0604250507527695,0.71,0.8,0.54,NA,NA,NA
4.6,NA,NA,3.6,1.9,4.2,1.1,NA,NA,NA
7.9,NA,NA,0.064615151058784,0.71,1.6,0.111812915407928,NA,NA,NA
2.7,NA,NA,0.38,0.31,0.76,0.21,NA,NA,NA
21,NA,NA,0.0603383325823629,0.0503148762549833,0.0776633083302981,0.0862320995133483,NA,NA,NA
9.9,NA,NA,0.53,0.23,0.36,0.12,NA,NA,NA
12,NA,NA,0.69,0.21,0.38,0.105332841129317,NA,NA,NA
16,NA,NA,1.8,0.67,1.1,0.28,NA,NA,NA
8.6,NA,NA,0.0503913008453555,0.0487405690475466,0.093010826010138,0.0933568777725827,NA,NA,NA
19.2,NA,NA,0.103553134603074,1.96,4.42,1.29,NA,NA,NA
18.6,NA,NA,0.0909414191304215,2.26,5.29,1.81,NA,NA,NA
18.7,NA,NA,0.36,1.24,1.02,0.36,NA,NA,NA
6.14,NA,NA,0.15,0.59,0.59,0.22,NA,NA,NA
31.1,NA,NA,0.0948103048706357,2.44,2.47,0.91,NA,NA,NA
45.5,NA,NA,1.38,2.72,1.85,0.64,NA,NA,NA
15.6,NA,NA,0.0728629902645144,1.44,2.43,0.82,NA,NA,NA
30.2,NA,NA,0.0928421043851092,2.17,2.45,1.15,NA,NA,NA
56.5,NA,NA,0.39,2.74,3.36,1.14,NA,NA,NA
57.3,NA,NA,0.4,1.29,1.29,0.48,NA,NA,NA
25.9,NA,NA,0.0718366054515082,0.44,0.23,0.11,NA,NA,NA
33,NA,NA,0.28,0.71,0.64,0.27,NA,NA,NA
19.7,NA,NA,0.22,0.122566279393888,0.120790158826827,0.0754622812854415,NA,NA,NA
53.3,NA,NA,0.0947884189049259,2.42,5.7,1.69,NA,NA,NA
35.7,NA,NA,0.23,0.53,0.32,0.11,NA,NA,NA
25.8,NA,NA,0.21,1.04,1.32,0.32,NA,NA,NA
13.9,NA,NA,0.0769723355309722,0.143472150848449,0.132570897578805,0.0608460694320651,NA,NA,NA
9.43,NA,NA,0.087168554619718,1.35,2.16,0.87,NA,NA,NA
22.5,NA,NA,0.23,0.38,0.22,0.12,NA,NA,NA
22.5,NA,NA,0.0767126736835363,0.107710380300349,0.21,0.0744096511073528,NA,NA,NA
8.88,NA,NA,0.0661951385582526,0.095014006626043,0.142619700120623,0.0641238756963382,NA,NA,NA
30.5,NA,NA,0.100107493388824,1.35,3.68,1.2,NA,NA,NA
3.55,NA,NA,0.0690158167218274,0.122477450898189,0.139377426158207,0.0667640011270333,NA,NA,NA
25.5,NA,NA,0.19,0.42,0.24,0.0700008671097019,NA,NA,NA
15.5,NA,NA,0.12,0.19,0.0990005076741371,0.0703240219250264,NA,NA,NA
23.4,NA,NA,0.12,0.23,0.126718313022068,0.0613198222352113,NA,NA,NA
11.2,NA,NA,0.19,0.33,0.22,0.0786903438265791,NA,NA,NA
34.7,NA,NA,0.26,0.74,0.78,0.16,NA,NA,NA
21.7,NA,NA,0.16,0.41,0.24,0.0560349315157946,NA,NA,NA
6.1,NA,NA,0.15,0.25,0.126381301055482,0.0698678973337674,NA,NA,NA
46.2,NA,NA,0.38,1.2,1.55,0.68,NA,NA,NA
20.9,NA,NA,0.0938140393612925,1.54,2.12,0.57,NA,NA,NA
16.6,NA,NA,0.0595757055374392,0.58,0.8,0.3,NA,NA,NA
27.7,NA,NA,0.16,0.39,0.21,0.078937572286893,NA,NA,NA
35.2,NA,NA,0.15,1.61,1.81,0.72,NA,NA,NA
45.3,NA,NA,0.106630275747692,1.7,3.42,1.45,NA,NA,NA
23.6,NA,NA,0.26,0.48,0.3,0.0768725807321814,NA,NA,NA
53.4,NA,NA,0.3,1.77,1.61,0.48,NA,NA,NA
38.8,NA,NA,0.24,0.39,0.33,0.24,NA,NA,NA
22,NA,NA,0.31,0.99,1.01,0.37,NA,NA,NA
36.5,NA,NA,0.0775951578800676,0.47,0.43,0.16,NA,NA,NA
20.3,NA,NA,0.35,2.45,3.03,0.9,NA,NA,NA
46.7,NA,NA,0.42,2.9,3.65,1.35,NA,NA,NA
12.5,NA,NA,0.0708771889420467,0.83,1.04,0.56,NA,NA,NA
64.4,NA,NA,0.17,5.07,3.99,1.06,NA,NA,NA
50.9,NA,NA,1.81,4.15,3.8,1.68,NA,NA,NA
21.5,NA,NA,0.29,1.1,1.12,0.97,NA,NA,NA
4.94,NA,NA,0.21,0.86,0.77,0.59,NA,NA,NA
41.4,NA,NA,0.62,3.18,3.97,0.8,NA,NA,NA
6.27,NA,NA,0.43,0.57,0.87,0.35,NA,NA,NA
3.17,NA,NA,0.31,0.33,0.83,0.12,NA,NA,NA
25.2,NA,NA,0.86,2.14,2.18,0.64,NA,NA,NA
33.8,NA,NA,9.32,6.49,14.1,1.85,NA,NA,NA
4.71,NA,NA,0.0839912018777489,0.68,1.67,0.47,NA,NA,NA
8.77,NA,NA,0.56,1.28,2.67,0.54,NA,NA,NA
5.85,NA,NA,0.34,0.49,0.59,0.16,NA,NA,NA
17.5,NA,NA,0.87,1.62,2.35,0.49,NA,NA,NA
17.5,NA,NA,0.29,1.8,4.12,1.22,NA,NA,NA
9.74,NA,NA,0.73,0.7,1.45,0.49,NA,NA,NA
3.3,NA,NA,0.32,0.39,0.42,0.14,NA,NA,NA
30.5,NA,NA,1.91,1.91,2.67,0.49,NA,NA,NA
16.2,NA,NA,2.04,1.85,3.28,0.55,NA,NA,NA
17.5,NA,NA,2.22,1.95,3.11,0.7,NA,NA,NA
7.14,NA,NA,0.82,0.56,0.92,0.19,NA,NA,NA
19.9,NA,NA,0.51,1.06,1.68,0.25,NA,NA,NA
5.46,NA,NA,0.18,0.44,0.68,0.1,NA,NA,NA
4.39,NA,NA,0.55,0.3,0.56,0.19,NA,NA,NA
11.1,NA,NA,4.88,1.01,0.94,0.11,NA,NA,NA
13.1,NA,NA,0.87,0.77,1.12,0.22,NA,NA,NA
12.3,NA,NA,0.5,1.34,2.71,0.74,NA,NA,NA
9.6,NA,NA,0.23,1.07,2.53,0.72,NA,NA,NA
9.96,NA,NA,0.39,1.64,3.18,0.97,NA,NA,NA
48.8,NA,NA,0.47,4.3,5.38,0.93,NA,NA,NA
6.45,NA,NA,0.45,0.58,0.48,0.14,NA,NA,NA
17.3,NA,NA,0.38,1.19,1.5,0.3,NA,NA,NA
3.43,NA,NA,0.21,0.62,1.26,0.27,NA,NA,NA
12.4,NA,NA,0.41,0.6,1.22,0.41,NA,NA,NA
5.15,NA,NA,1.04,0.85,1.57,0.63,NA,NA,NA
10.4,NA,NA,0.87,0.72,0.97,0.28,NA,NA,NA
3.51,NA,NA,0.26,0.110680646120597,0.126763360177357,0.0528252748880221,NA,NA,NA
6.16,NA,NA,0.31,0.7,1.01,0.3,NA,NA,NA
6.54,NA,NA,0.23,1.14,1.35,0.41,NA,NA,NA
12.9,NA,NA,0.32,0.2,0.48,0.16,NA,NA,NA
3.76,NA,NA,0.0817729505223973,0.118533633415827,0.0985172757240082,0.0754448513337213,NA,NA,NA
12.7,NA,NA,0.15,0.77,1.11,0.47,NA,NA,NA
21,NA,NA,0.54,0.94,2.53,0.91,NA,NA,NA
7.07,NA,NA,0.93,0.59,1.07,0.37,NA,NA,NA
7.58,NA,NA,0.0809291155037849,0.22,0.41,0.26,NA,NA,NA
12.7,NA,NA,0.0726501443556592,0.34,0.9,0.29,NA,NA,NA
9.96,NA,NA,0.0349704558510838,0.18,0.19,0.0775718111872051,NA,NA,NA
18,NA,NA,0.36,0.66,1.13,0.39,NA,NA,NA
18.3,NA,NA,0.24,0.51,0.77,0.28,NA,NA,NA
7.95,NA,NA,0.06095702165929,0.133911210077665,0.13906101203743,0.0716161593262736,NA,NA,NA
9.41,NA,NA,0.9,0.97,0.94,0.34,NA,NA,NA
30.2,NA,NA,2.37,3.14,5.39,1.78,NA,NA,NA
9.91,NA,NA,0.29,0.38,0.42,0.14,NA,NA,NA
22.9,NA,NA,0.29,0.89,1.18,0.65,NA,NA,NA
12.9,NA,NA,5.34,3.14,6.6,1.15,NA,NA,NA
1.05,NA,NA,0.0743413088336082,0.104352081893056,0.128176584331405,0.0676863511931829,NA,NA,NA
9.13,NA,NA,5.35,4.72,10.1,2.36,NA,NA,NA
7.8,NA,NA,4.13,3.21,6.93,1.9,NA,NA,NA
0.99,NA,NA,0.38,0.28,0.55,0.13,NA,NA,NA
0.85,NA,NA,0.0904654851473952,0.127691574327917,0.2,0.070131362538944,NA,NA,NA
4.88,NA,NA,4.21,2.29,4.74,1.33,NA,NA,NA
7.92,NA,NA,5.97,3.89,8.84,2.42,NA,NA,NA
1.11,NA,NA,0.37,0.31,0.56,0.15,NA,NA,NA
1.39,NA,NA,0.0889102374869908,0.122253601357988,0.129019170427001,0.0687567348294358,NA,NA,NA
1.45,NA,NA,0.29,0.25,0.49,0.12,NA,NA,NA
1.79,NA,NA,0.67,0.26,0.73,0.29,NA,NA,NA
1.2,NA,NA,0.14,0.115558192060061,0.28,0.076093871631956,NA,NA,NA
2.03,NA,NA,0.96,0.45,1.1,0.34,NA,NA,NA
0.69,NA,NA,0.33,0.123690544844383,0.32,0.13,NA,NA,NA
8.54,NA,NA,5.04,3.48,7.05,2.06,NA,NA,NA
0.52,NA,NA,0.17,0.118029688967019,0.17,0.0698600974625555,NA,NA,NA
10.9,NA,NA,8.39,5.08,10.3,2.65,NA,NA,NA
4.47,NA,NA,5.01,5.81,15,3.65,NA,NA,NA
3.08,NA,NA,1.56,0.71,2.12,0.56,NA,NA,NA
0.77,NA,NA,0.17,0.116736104169088,0.2,0.0668455002834008,NA,NA,NA
1.58,NA,NA,0.2,0.131524484022804,0.35,0.0644201333773805,NA,NA,NA
2.68,NA,NA,0.95,0.35,0.71,0.19,NA,NA,NA
2.73,NA,NA,0.94,0.37,0.64,0.09,NA,NA,NA
4.5,NA,NA,0.63,0.4,0.91,0.23,NA,NA,NA
1,NA,NA,0.14,0.0987814035357546,0.156781642843742,0.0685849388112928,NA,NA,NA
9.22,NA,NA,0.0722787368733295,0.97,0.72,0.47,NA,NA,NA
18.3,NA,NA,0.27,1.12,0.73,0.33,NA,NA,NA
54.7,NA,NA,2.09,4.19,2.1,0.58,NA,NA,NA
23,NA,NA,0.25,1.9,1.89,0.68,NA,NA,NA
10.7,NA,NA,0.0917353091458649,0.63,0.29,0.21,NA,NA,NA
29.3,NA,NA,0.0941847836792506,1.62,1.4,0.73,NA,NA,NA
10.4,NA,NA,0.0568892672560768,0.7,0.36,0.1,NA,NA,NA
11.5,NA,NA,0.22,1.31,1.01,0.66,NA,NA,NA
16.6,NA,NA,0.23,0.98,0.84,0.26,NA,NA,NA
47.2,NA,NA,0.33,2.8,3.63,1.01,NA,NA,NA
15.6,NA,NA,0.0780718038833495,0.85,0.36,0.0812307785353135,NA,NA,NA
8.44,NA,NA,0.13,0.46,0.27,0.0789551272425836,NA,NA,NA
18,NA,NA,0.48,1.07,0.39,0.51,NA,NA,NA
18.3,NA,NA,0.35,1.82,1.55,0.65,NA,NA,NA
10.5,NA,NA,0.0784194834122751,0.7,0.21,0.2,NA,NA,NA
6.7,NA,NA,0.13,0.56,0.25,0.079701687932222,NA,NA,NA
53.6,NA,NA,1.67,3.12,2.12,0.82,NA,NA,NA
11.4,NA,NA,1.07,1.72,3.13,0.9,NA,NA,NA
19,NA,NA,0.4,0.54,0.7,0.2,NA,NA,NA
17.2,NA,NA,1.12,1.03,2.01,1.08,NA,NA,NA
14.5,NA,NA,0.36,0.78,0.75,0.34,NA,NA,NA
9.46,NA,NA,0.97,1.58,1.83,0.67,NA,NA,NA
11.8,NA,NA,0.47,1.07,1.13,0.32,NA,NA,NA
9.08,NA,NA,0.2,1.63,1.99,0.75,NA,NA,NA
11.5,NA,NA,0.17,0.78,0.84,0.35,NA,NA,NA
6.99,NA,NA,3.33,1.69,2.91,0.72,NA,NA,NA
1.99,NA,NA,0.13,0.138941234802905,0.32,0.1,NA,NA,NA
1.53,NA,NA,0.25,0.18,0.26,0.0718948614737109,NA,NA,NA
3.79,NA,NA,0.33,0.56,1.58,0.48,NA,NA,NA
15.2,NA,NA,0.753106367761412,1.12226241076319,1.34474567634296,0.762318969777818,NA,NA,NA
11.5,NA,NA,1.11763779038764,0.949582794054226,1.42021864786004,0.665644618350536,NA,NA,NA
12.4,NA,NA,0.712030622442153,0.700141278709274,1.23472818220401,0.301591136159748,NA,NA,NA
110,NA,NA,0.815440179708294,1.51113154084566,0.893770757433819,0.717307159196593,NA,NA,NA
14.5,NA,NA,0.913707983163979,0.880112224522499,1.37184132640729,0.587324355588199,NA,NA,NA
26.6,NA,NA,0.686326123682551,1.15852385751544,1.38241478397401,0.485797620941233,NA,NA,NA
59.4,NA,NA,0.712736381049047,4.8,1.65324186784043,1.06681957333911,NA,NA,NA
5.6,NA,NA,0.394262067994146,0.985636508422514,1.0375680719316,0.571364832184763,NA,NA,NA
0.853395993670273,NA,NA,0.337616614819036,0.467353397269444,1.1320971158623,0.603866042043399,NA,NA,NA
0.853395993670273,NA,NA,0.790246970451984,0.403624851114356,0.519665956609281,0.463764365564546,NA,NA,NA
6.4,NA,NA,0.481007887326611,1.0678881073775,0.658723374944845,0.423360417829476,NA,NA,NA
7.8,NA,NA,0.723849134575575,0.877269680404873,0.472345705689533,0.658478722034722,NA,NA,NA
14,NA,NA,0.872280873513037,1.66375504734674,1.00974834471274,0.43868665822164,NA,NA,NA
38,NA,NA,0.663073157040747,1.7836560170506,3.5,0.827726335695842,NA,NA,NA
65.6,NA,NA,0.604518037092145,1.43886454801068,1.45774688308437,0.726696515386495,NA,NA,NA
127.4,NA,NA,0.965683403305847,4.8,5.3,0.827489182302698,NA,NA,NA
41.5,NA,NA,0.825526783507246,7.2,5,3.7,NA,NA,NA
17.9,NA,NA,0.725778648321558,1.6545311155108,2.5,0.666632345756052,NA,NA,NA
8.77,NA,NA,0.0319087717036864,0.426,0.327,0.215,NA,NA,NA
67.5,NA,NA,0.241,1.75,1.77,0.93,NA,NA,NA
21.9,NA,NA,0.0285295424189797,1.26,2.57,1.26,NA,NA,NA
19.1,NA,NA,0.0300973639804607,1.26,1.29,0.962,NA,NA,NA
4.14,NA,NA,0.0250463245855599,0.562,0.483,0.243,NA,NA,NA
73.6,NA,NA,0.0327453853071686,1.78,1.61,1.9,NA,NA,NA
49.9,NA,NA,0.0346933098772824,1.95,2.19,0.67,NA,NA,NA
5.23,NA,NA,0.0329938748937064,1.19,2.1,0.586,NA,NA,NA
15.5,NA,NA,0.75,2.12,1.23,0.842,NA,NA,NA
7.34,NA,NA,0.0298186237297551,0.0598001854999966,0.0520773306484017,0.0496931027335611,NA,NA,NA
27.9,NA,NA,0.225,1.44,1.46,0.753,NA,NA,NA
2.52,NA,NA,0.0271154315633196,0.123,0.23,0.93,NA,NA,NA
4.82,NA,NA,0.351,0.463,0.422,0.123,NA,NA,NA
1,NA,NA,0.0272488352134565,0.376,0.831,0.253,NA,NA,NA
6.62,NA,NA,0.0291857057046008,0.979,1.19,0.711,NA,NA,NA
6.85,NA,NA,0.0239896902820028,0.0625072283306938,0.664,0.0503274153309623,NA,NA,NA
9.22,NA,NA,0.0295197292376364,2.55,3.43,5.82,NA,NA,NA
31.7,NA,NA,0.222,0.9,1.21,0.55,NA,NA,NA
8.82,NA,NA,0.0367056075412346,0.62,1.2,0.559,NA,NA,NA
17.9,NA,NA,0.0289672620717319,1.36,2.73,1.6,NA,NA,NA
8.19,NA,NA,0.26,1.18,1.33,0.624,NA,NA,NA
6.37,NA,NA,0.0296825848479523,0.549,0.749,0.48,NA,NA,NA
15.7,NA,NA,0.0365820668409556,1.6,1.48,1.26,NA,NA,NA
8.42,NA,NA,0.26,1.51,0.983,0.565,NA,NA,NA
8.8,NA,NA,0.145,2.4,3.49,2.89,NA,NA,NA
14,NA,NA,0.0318467735021369,1.72,2.77,1.36,NA,NA,NA
23.7,NA,NA,0.0293034794865312,0.912,1.31,2.68,NA,NA,NA
17.3,0.097895939384775,NA,0.149,0.745,0.483,0.634,0.413,0.43,NA
7.84,0.34,NA,0.141,0.855,0.635,0.898,0.591,0.701,NA
9.02,0.554,NA,0.128,1.13,0.581,1.19,0.621,0.96,NA
13.3,0.34,NA,0.0925974966859535,0.402,0.528,0.596,0.539,0.52,NA
1.39,0.049771595708957,NA,0.0875018259338243,0.441,0.333,0.197,0.172915110294246,0.187236347830497,NA
38.3,0.442,NA,0.0813030793368377,0.793,0.127847066636731,0.515,0.418,0.210195213692523,NA
1.63,0.0891866793335402,NA,0.168,0.236,0.418,0.157,1.1,0.233853360222802,NA
21.4,0.841,NA,0.0846609535328159,3.56,2.19,0.106544265515926,0.266506352768403,0.214101971635727,NA
2.39,0.0995674018088655,NA,0.669,0.513,0.937,0.328,1.34,0.160541474619052,NA
7.55,0.0815235930716205,NA,0.0609231295928715,0.362,0.140952511830208,0.298,0.485,0.157644257471204,NA
0.687,0.0589745603184307,NA,0.0658807746495306,0.462,0.254,0.296,0.184499121697142,0.148678346106685,NA
1.14,0.0723624591141536,NA,0.192,0.171,0.298,0.0889731203572364,0.146618721328076,0.148658027061162,NA
8.08,1.07,NA,0.0936795682678202,0.923,0.944,1.84,1.27,1.62,NA
2.83,0.0983166683144025,NA,0.17,0.292,0.0952472719898172,0.178,0.130414813945061,0.0667438509827019,NA
1.75,0.130137050078892,NA,0.115037939249529,0.224,0.516,0.227,0.322848984697041,0.164353321528402,NA
17.9,0.201,NA,0.386,1.16,0.982,0.395,0.57,0.331,NA
24.3,0.367,NA,0.288,1.21,0.489,0.26,0.251203493835957,0.166449157246289,NA
2.05,0.253,NA,0.202,0.29,0.452,0.322,0.408,0.192753938839051,NA
2.94,0.0865974305095561,NA,0.14,0.383,0.606,0.120260835744386,0.16931636395704,0.135028493664958,NA
3.74,0.143627106679014,NA,0.143,0.475,0.385,0.116781084395243,0.163510114202022,0.162104855156738,NA
5.46,0.105357849183058,NA,0.0815101753757983,0.337,0.413,0.201,0.18537400486175,0.124949861075799,NA
1.79,0.0447227704892084,NA,0.435,0.35,0.544,0.103064742165045,0.237283730754831,0.138124835788055,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
307.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
227.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
235.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA
90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
299.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
330.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
194.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
104.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
