"PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
6.450449229,0.0764989515441206,NA,0.221610526,0.704404885,0.783551501,0.277013157,0.514453006,0.229525187,NA
5.42012141,0.0478827953222208,NA,0.195726606,0.557068034,0.526956248,0.218310446,0.29358991,0.173142767,NA
6.344826254,0.0623445919431541,NA,0.223300924,0.708402931,0.924003823,0.254101051,0.338801402,0.184800765,NA
6.105730685,0.0488195243548637,NA,1.090309051,0.579585338,0.642708493,0.13198478,0.252492622,0.0515093689798778,NA
5.0663151,0.0325275843389963,NA,0.883980824,0.535913375,0.453040173,0.121547363,0.215470326,0.0468315556600394,NA
5.868097601,0.0626750182262434,NA,1.036932909,0.618624747,0.536141448,0.129616614,0.271016556,0.0673646265473642,NA
5.540961595,0.0447174647433254,NA,0.958646852,0.521638102,0.466836561,0.119625485,0.233196825,0.0568809746025144,NA
34.4796748,0.406504065,NA,10.33333333,3.666666667,1.715447154,0.276422764,0.430894309,0.398373984,NA
2.17254283,NA,NA,0.0282293130525113,0.0641077197776042,0.0611504891995888,0.0626302664417405,0.047048806674003,NA,NA
1.223670757,NA,NA,0.0479123418413966,0.0713650807630648,0.12658663,0.0547320855308437,0.0505345819620173,NA,NA
5.005466789,0.136805362,NA,0.249468602,0.225326479,0.249468602,0.0478905888644613,0.0598049270813303,0.0653040023488753,NA
2.756340273,NA,NA,0.124580351,0.093435264,0.0983093902435346,NA,0.083907648439834,NA,NA
0.642376025,0.0675794706035529,NA,0.0598780621851956,0.0567089552258493,0.0867858007987514,0.0642805160155388,0.0839467212113274,NA,NA
7.268873774,0.0733439582599577,NA,2.006512031,1.27205291,0.757174351,0.159006614,0.318013228,0.0603912632088893,NA
5.372366089,NA,NA,0.307714966,0.526909189,0.252916411,0.126458205,0.282423325,0.0619454240505802,NA
9.62064035,0.0536699836686858,NA,1.430946507,0.836968711,0.485981832,0.179993271,0.332987552,0.089996636,NA
5.026306128,0.0610482630114827,NA,0.948075707,0.556806368,0.300976415,0.105341745,0.293452005,0.0534681140715354,NA
0.302819434,NA,NA,0.0499246986225478,NA,0.107306909934987,NA,NA,NA,NA
0.474679607,NA,NA,0.0591308166282087,NA,0.109050402945303,NA,NA,NA,NA
0.730800134,NA,NA,0.0437197729724098,0.0643926654703694,0.0844459041507109,NA,NA,NA,NA
0.712829088,NA,NA,0.0388762219912536,0.05423579375279,0.0992909756019775,NA,NA,NA,NA
3.685331328,0.032734416860236,NA,0.250962607,0.152759848,0.201861227,0.095474905,0.147304139,0.106386323,NA
2.296118124,0.0325408638768238,NA,0.157547298,0.10086084,0.0560417203486484,0.0556139959195984,0.0537335884211977,0.0592473442974505,NA
0.756736461,NA,NA,0.0492935205151368,NA,NA,NA,NA,NA,NA
0.652996308,NA,NA,0.0525872696064162,NA,0.0945717107930938,NA,0.0755105890420755,NA,NA
3.3,0.2,NA,0.27,0.33,0.33,0.16,0.35,0.31,NA
NA,NA,NA,0.5,0.3,0.8,0.3,NA,NA,NA
NA,NA,NA,0.2,0.5,0.2,0.2,NA,NA,NA
NA,NA,NA,2.8,1.2,0.8,0.4,NA,NA,NA
NA,NA,NA,37,16,18,5,NA,NA,NA
NA,NA,NA,90,39,49,15,NA,NA,NA
NA,NA,NA,20,11,12,3.9,NA,NA,NA
NA,NA,NA,0.9,0.9,1.3,0.9,NA,NA,NA
NA,NA,NA,1.4,1.8,1.5,0.7,NA,NA,NA
249.744,6.192,NA,4.488,9.856,11.704,15.048,26.224,13.992,4.752
0.00168466016835269,0.0427707503773794,NA,0.0191656809932659,0.0204746619311487,0.0199976475725298,0.0156280065779836,0.00961927057473483,0.0157344859039625,0.0293900038643273
83.98,0.425,NA,1.4716,1.4768,1.2428,0.05,0.05,0.05,0.0394516142511999
4.42,0.57,NA,0.042464955564692,0.308,0.814,1.584,8.162,5.896,5.236
9.1356,0.1,NA,0.05,0.05,0.05,0.0278094557940465,0.0224768579572971,0.029606094522082,0.0393754618469398
170.829,0.0189376006169418,NA,0.05,0.0437096175831481,0.05,0.0236921008422425,0.0392260040875443,0.0149765894849719,0.0451481043646769
26.593,0.116,NA,1.364,1.1,1.4168,0.572,1.6456,0.396,0.040243418664296
6.1318,0.1,NA,0.0553,0.05,0.2583,0.0326032011501946,0.0376549104705689,0.05,0.0391689826414428
14.4,1.06,1.27,2.64,1.71,2.25,1.36,1.69,0.82,NA
29.7,0.59,0.41,5.25,2.49,3.08,1.18,1.67,0.53,NA
53.2,1.1,0.12,4.05,3.49,7.22,3.6,8.18,3.97,NA
18.7,0.7,0.57,1.79,2.14,1.81,2.09,1.79,1.28,NA
13.5,0.63,0.39,1.79,1.92,1.62,1.61,1.28,0.99,NA
25.1,1.43,0.12,0.73,1.39,1.58,2.53,3.73,3.09,NA
46,0.52,NA,1.1,1.4,2,0.57,0.72,0.19,NA
27,0.37,NA,0.78,1.3,1.4,0.45,0.58,0.16,NA
8.3,0.035,NA,1.01,0.6,1.2,0.29,0.72,0.14,NA
0.85,0.03,NA,0.19,0.11,0.42,0.11,0.24,0.043,NA
0.68,0.00836709461864724,NA,0.87,0.17,0.38,0.069,0.21,0.031,NA
170,7.5,NA,30,18,36,7.6,14,1.9,NA
290,13,NA,33,26,57,16,17,2.4,NA
160,7.5,NA,8.4,6.6,11,3.8,5.8,0.83,NA
140,10,NA,12,8.4,17,3.5,6.5,0.75,NA
120,11,NA,9.2,8.4,15,4,5.1,0.56,NA
180,12,NA,16,12,20,5,9.1,0.96,NA
170,16,NA,16,9.7,21,4.6,7.4,0.92,NA
170,24,NA,14,14,25,6.8,8.9,1.1,NA
210,11,NA,17,14,31,7.5,9.8,1.2,NA
200,8.3,NA,25,14,34,7.7,10,1.4,NA
170,18,NA,13,11,24,6,8.4,1.2,NA
98,14,NA,7,5.5,12,3.4,5.6,0.59,NA
280,54,NA,8.8,9.1,16,3.8,5.4,0.61,NA
440,50,NA,8.2,7.3,13,3.4,5,0.69,NA
190,21,NA,5.7,6.1,9.7,3,5.3,0.95,NA
270,14,NA,15,17,35,9.5,17,2.4,NA
250,24,NA,1.5,4.2,9.3,2.8,3.6,0.49,NA
130,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,NA,NA,NA,NA,NA,NA,NA,NA
2400,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,2.4,NA,50,40,47,8.4,10,0.84,NA
250,4.5,NA,60,35,65,10,13,1.1,NA
130,1.5,NA,47,21,37,7.3,11,0.97,NA
190,5,NA,73,0.113788876057924,93,21,23,1.6,NA
140,2.5,NA,50,17,47,7.4,14,1.1,NA
140,3,NA,41,14,43,9.6,15,1.3,NA
180,5.2,NA,16,8.8,31,7.1,7.8,0.95,NA
120,2.3,NA,11,9.3,22,5.1,4.4,0.43,NA
170,4.3,NA,57,11,55,12,19,1.6,NA
690,310,NA,3.5,26,9.6,18,3.6,2,NA
110,1,NA,47,20.7,36.6,7,15.9,1.7,NA
71,0.25,NA,24,10.5,20.4,4.6,9,1,NA
88,1.5,NA,36,19.4,37.3,8.1,16.7,1.7,NA
130,3.7,NA,57,22.3,41.6,8.7,16.7,2,NA
98,1.9,NA,54,23.5,39.2,8.8,13.2,1.5,NA
100,1.4,NA,52,17,34.7,7.3,12.3,1.4,NA
120,1.9,NA,47,25.4,46.5,10,17.8,1.8,NA
140,3.2,NA,54,22.7,37.1,8.6,15.2,1.4,NA
120,3.4,NA,55,24.6,46.7,10.8,14,1.5,NA
540,200,NA,4.4,17.3,8,4.4,1.5,0.76,NA
24,1.1,NA,2.5,2.7,3.6,0.71,0.52,0.15,NA
36,3,NA,4.3,4.1,5.1,1.2,0.61,0.17,NA
23,1.2,NA,3.3,2.2,3.1,0.84,0.43,0.17,NA
120,1.8,NA,39,14,28,5.3,34,9.1,NA
160,1.7,NA,36,20,37,8.3,39,11,NA
830,100,NA,160,77,110,27,44,12,NA
110,1.5,NA,61,25,43,8.6,49,13,NA
130,1.4,NA,85,24,41,10,43,11,NA
140,2,NA,74,37,69,13,57,15,NA
170,0.116861468406018,NA,78,34,51,16,61,19,NA
150,7.7,NA,46,19,30,7.1,38,11,NA
190,2.6,NA,89,48,80,19,63,16,NA
670,140,NA,3.3,16,8.7,6.8,12,11,NA
22,0.83,NA,3.8,3.1,3.9,0.93,3.4,1.6,NA
14,0.44,NA,3.3,2.3,2.8,0.5,1.8,0.81,NA
20,0.64,NA,5.9,2.8,3.4,0.69,3.3,1.5,NA
180,0.26,NA,1.1,1.9,4,0.43,3.1,0.98,NA
26,0.0752851373537547,NA,3.5,4,5.9,1.1,5.8,1.5,NA
76,2.2,NA,31,12,20,5.1,8,1.3,NA
120,2.2,NA,94,37,49,10,17,2.3,NA
110,2.2,NA,86,22,29,6.8,12,1.6,NA
130,2.5,NA,27,12,17,4,9,1.4,NA
69,2.8,NA,40,17,24,5.8,12,1.6,NA
120,2.8,NA,84,25,36,8,14,2.3,NA
99,2.4,NA,69,23,40,8.2,16,2.1,NA
120,3.5,NA,82,35,55,12,22,2.8,NA
72,2.9,NA,44,17,25,5.8,14,2.2,NA
250,81,NA,2.5,11,5.1,2.7,1.3,1.1,NA
19,0.97,NA,1.9,4.6,5.1,1.2,1.2,0.76,NA
9.7,0.53,NA,2,1.7,2,0.29,0.35,0.44,NA
8.7,0.26,NA,1.5,1.6,2.3,0.33,0.5,0.3,NA
14,0.46,NA,3.5,3.1,4,0.65,1.2,1.2,NA
15,0.52,NA,3.6,2,2.6,0.36,0.57,0.28,NA
100,1.5,NA,43,18,29,7.4,15,1.5,NA
110,1.7,NA,25,17,31,6.5,12,1.2,NA
150,1.9,NA,56,29,43,10,18,1.9,NA
130,1.6,NA,56,29,41,11,19,2.3,NA
130,1.8,NA,52,25,33,8.4,16,2.2,NA
83,1.2,NA,27,14,21,4.9,9.7,1.3,NA
110,1.4,NA,44,19,26,6.4,11,1.3,NA
100,1.5,NA,33,17,25,6.5,13,1.3,NA
100,1.2,NA,42,18,27,6.8,13,1.4,NA
140,2.6,NA,53,27,42,10,19,2.1,NA
13,0.58,NA,2.4,1.9,2.3,0.39,0.45,NA,NA
7.5,NA,NA,1.1,1.1,1.8,0.37,0.71,NA,NA
2.3,0.0623216469729319,0.0608289065556142,0.7,0.39,1.1,0.38,0.97,0.21,NA
17,0.0676876228142153,0.1,1.4,1.3,1.8,0.74,2.1,0.38,NA
96,2.4,1.1,2.6,6.1,5.7,2,4.6,0.8,NA
54,1.1,2.5,1.2,3.6,3.1,1.1,1.7,0.44,NA
52,0.64,2.5,0.9,1.4,2.1,0.32,0.64,0.37,NA
148,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,7.86,0.62,2.17,9.84,21.2,3.85,17.6,4.65,NA
978,249,21.9,0.63,4.36,5.04,3.38,5.39,2.1,NA
91.2,1.74,0.15,1.98,3.42,7.7,1.33,10.2,1.57,NA
113,1.86,0.13,4.38,3.27,16.6,3.36,3.54,3.4,NA
72,1.52,0.07,3.17,7.4,12.3,2.53,24,2.53,NA
1338,295,7.44,3.77,32.4,44.5,20.1,9.13,11.3,NA
719,101,2.64,4.78,37.3,43.2,11.7,7.65,7.02,NA
322,0.54,0.28,12.1,42,107,22.2,23.3,9.04,NA
648,2.6,2.61,6.19,28.1,35,13.9,10.2,8.94,NA
513,61.9,0.85,8.09,37.9,28.3,6.7,21,7.19,NA
847,39.9,1.83,14.9,39.1,53.9,26.3,34.9,7.52,NA
41.5,0.29,0.2,0.57,1.14,2.52,0.66,1.22,0.3,NA
50.4,5.41,0.09,0.84,2.53,2.68,0.45,1.41,0.42,NA
107,11.4,0.21,1.24,4.6,5.51,0.79,0.37,0.83,NA
43.7,11.9,0.04,1.14,2.22,3.95,0.36,0.08,0.39,NA
37,0.41,0.31,0.23,0.71,2.26,0.35,1.29,0.43,NA
129,11.2,0.22,1.82,5.86,12.9,2.22,8.36,1.55,NA
83.1,21.3,0.1,2.18,4.53,8.37,1.15,2.73,1.15,NA
67.3,2.89,0.05,0.48,1.84,4.61,0.56,2.25,0.9,NA
56.5,0.32,0.69,1.17,3.29,2.41,0.3,0.26,0.36,NA
28.5,0.37,0.2,0.14,1.77,2.6,0.27,0.16,0.26,NA
104,7.24,0.22,1.62,6.19,12.2,1.8,1.02,2.03,NA
313.6072727,NA,NA,62.46363636,32.99818182,44.54181818,14.47636364,14.6065699,7.151515152,2.63030303
249.0826765,NA,NA,54.40046956,32.67650511,38.98373302,12.29079322,14.036136,6.819833417,2.761473531
275.4420993,NA,NA,55.42878874,30.86138049,40.24149078,15.24624453,15.53159769,7.986309184,0.412747155871377
11.72063253,NA,NA,2.612951807,1.389307229,1.25376506,1.955948795,1.645236408,0.297505917273598,0.400270675094416
14.96817217,NA,NA,2.773567748,1.218551076,1.37920582,1.688390421,1.477402116,0.292420262695539,0.346884640854795
11.98557197,NA,NA,2.688079698,1.16111302,1.255582274,1.638612161,1.327910072,0.25807323468811,0.236973244102266
320.867679,NA,NA,28.68270558,17.86432656,29.10865707,12.02326957,11.79884298,4.075461776,1.143758627
580.0765068,NA,NA,55.26777384,35.93954096,48.88225415,17.36518007,15.99445526,4.478447472,0.584686198
402.0955559,NA,NA,35.59107676,21.15580538,28.78798525,10.84665379,9.210780747,2.693366122,1.018795011
501.6046116,NA,NA,50.88074088,34.73445473,45.77206577,17.26138726,14.80236774,5.166005166,1.348201348
466.6873324,NA,NA,46.20643432,33.26407507,42.45810992,14.6866622,12.95424336,3.462913315,0.382677219037885
71.01669196,NA,NA,3.143019727,3.74430956,4.269726859,2.987481032,2.80537101,0.252908447,0.288643192137268
72.3814433,NA,NA,3.020618557,3.756701031,4.018556701,2.583505155,2.564324699,0.365959348776154,0.339252003210834
132.8586431,NA,NA,7.086746482,6.267590842,7.874396135,4.192396555,4.447903925,0.700133025,0.345703529701073
206.9342477,NA,NA,16.61355385,13.78983461,15.73618395,6.922146027,6.508452514,1.613553852,0.280217579977608
87.57593806,NA,NA,6.160412944,5.227317848,5.562835021,3.146714314,3.336653303,0.397061743,0.201455350188642
68.75899281,NA,NA,4.512390088,3.619104716,4.488409273,3.289368505,3.157138155,0.266453504,0.290990292703762
64.35173568,NA,NA,0.372412540486399,1.08531995,1.622751987,2.319113342,1.897873327,0.350821617713285,0.345019377050479
36.54613936,NA,NA,0.310734463,0.753295669,0.732580038,1.544256121,1.26604314,0.340126775149474,0.318487880475779
60.56829924,NA,NA,0.777020045,0.818350899,1.285389543,0.386719423340695,1.806054102,0.29483804196455,0.378716216957386
33.19014529,NA,NA,0.016845652,0.543272268,0.250678797324902,1.400294799,1.344820935,0.342042930904558,0.23442655368761
50.63633,NA,NA,0.453200148,0.812060673,0.799112098,1.296707362,1.492272825,0.227042413105539,0.251363890634343
27.77929155,NA,NA,3.152977812,4.12417283,2.909692487,5.593616193,1.17758275,5.968599974,0.272038104894472
85.91621997,NA,NA,1.252729799,2.392297002,3.210244193,2.602739726,1.935258916,0.414562126425179,0.318301340164924
162.4284512,NA,NA,6.456228956,7.417929293,10.80597643,1.241582492,5.163681634,1.683501684,0.32597243849167
169.3121998,NA,NA,1.782901057,3.206532181,4.776176753,4.484149856,3.745590455,1.665065642,0.326135537554054
185.4019488,NA,NA,4.87819732,5.8363784,9.092570037,4.137231019,3.753023743,0.135336311,0.392573309675616
279.4228457,NA,NA,9.074148297,15.08016032,19.99599198,8.563126253,9.834795642,3.473613894,0.365552746778235
196.9169394,NA,NA,4.60106383,6.34410802,8.007364975,4.695171849,5.432614945,0.545553737,0.275540232354622
105.2156448,NA,NA,1.067653277,2.361522199,2.238900634,1.321353066,2.487252829,0.357717521937926,0.37789431598097
97,2.3,NA,5.1,5.2,10,2.6,6.7,0.2,NA
114,2.9,NA,9.3,7.3,13,3.6,6.7,0.74,NA
169,3.9,NA,8.9,7,14,2.3,3.9,0.43,NA
73,2.6,NA,9.1,5.4,17,2.5,9,1.7,NA
103,2.1,NA,9.4,7.8,15,5.4,11,1.5,NA
180,3.2,NA,15,12,18,7.2,7.5,1.2,NA
110,2.6,NA,10,6.6,13,5,9,2.3,NA
58,1.4,NA,9.9,11,25,7.6,7.2,1.1,NA
54,1.3,NA,15,17,59,7.8,16,2.8,NA
124,1.8,NA,10,11,22,8.1,17,3.9,NA
192,3.4,NA,2.4,6.7,10,5.7,8,1.8,NA
166,10,NA,2.2,7.2,12,7.8,6.7,2.4,NA
186,5.3,NA,1.6,5.9,8.6,7.2,7.9,2.3,NA
364,3.8,NA,3.5,4.5,8.2,2.4,7.5,5.1,NA
199,2.2,NA,3.7,3.9,6.9,2.9,6.2,0.7,NA
134,4.9,NA,3.2,4,6.6,3.1,5.1,2.2,NA
390,10,NA,4.5,8.1,8.6,4.8,13,3.7,NA
133,4.9,NA,3.8,6,14,3.8,9,3.5,NA
127,9.7,NA,0.9,6.4,12,4,6.1,1.6,NA
203,17,NA,8.3,9.3,36,3.9,7.4,2.8,NA
364,29,NA,4.2,22,29,11,17,7.6,NA
211,9.7,NA,1.8,6.6,9,3.4,6.8,4.2,NA
149,1.5,NA,15,18,22,9.3,15,2.1,NA
223,2.7,NA,25,35,36,12,11,1.8,NA
184,3.6,NA,12,16,19,8.6,19,6.2,NA
119,1.4,NA,17,6.1,27,5.3,8.9,3.4,NA
114,3.4,NA,2.6,4.3,6.7,4,6.3,1.8,NA
217,6.2,NA,1.9,4.3,5.5,4.5,3.2,4.4,NA
127,4.4,NA,3.6,4.5,4.9,4,5.8,1.3,NA
43,2.1,NA,2.4,1.2,4.8,1.5,2.6,1.8,NA
105,2.1,NA,9.8,7.1,14,3.9,3.6,0.95,NA
676,18,NA,3.6,30,37,21,15,7.6,NA
829,53,NA,4.8,26,41,16,9.9,2.1,NA
490,32,NA,2,19,20,11,9,2.6,NA
449,25,NA,1.8,45,25,9.1,14,5.8,NA
155,3.6,NA,0.8,6.5,8.9,5.1,8.1,3.1,NA
295,9.9,NA,3.3,12,16,6.7,10,2.6,NA
336,14,NA,3.1,11,14,6.5,13,5.1,NA
298,8.2,NA,2.7,15,26,7,8.7,6.6,NA
361,3.5,NA,5.3,21,19,7.3,11,1.3,NA
560,14,NA,8.4,24,28,8.8,13,2.1,NA
542,15,NA,6.6,49,21,6,5.5,1.2,NA
453,10,NA,3.6,21,19,7.5,16,6.1,NA
652,16,NA,2.5,15,16,17,6,9.2,NA
467,25,NA,3,8.4,9.4,6.6,8.2,6,NA
796,50,NA,5.9,15,13,9.3,8.4,2.5,NA
336,13,NA,2.6,12,14,4.7,5.3,4.5,NA
400,8,NA,1.7,12,10,8.4,8,5.1,NA
470,8.9,NA,3.4,10,11,14,9.5,13,NA
997,33,NA,4.8,15,14,9.1,12,3.3,NA
1032,37,NA,5.7,11,10,10,6.8,4,NA
886,26,NA,3.3,11,7.8,7.6,5.9,7.3,NA
723,16,NA,5.1,9.8,20,7.7,8.5,5.6,NA
354,5.2,NA,1.7,13,24,10,13,3.1,NA
393,16,NA,2.1,15,25,9.2,9.1,4.5,NA
404,15,NA,2.7,22,19,7.7,14,6,NA
262,6,NA,1.9,9.3,27,7.1,7.5,4.3,NA
486,7.8,NA,1.7,16,26,10,13,3.4,NA
438,12,NA,4.1,13,22,6.3,7.7,1.4,NA
401,17,NA,3.4,23,26,7.9,8.4,1.6,NA
309,5.9,NA,4.4,11,33,3.3,5.2,2.4,NA
46,4.7,NA,1.8,3.7,6.6,5.3,6.2,2.8,NA
451,21,NA,3.4,14,24,8.9,9.5,11,NA
468,38,NA,3.8,18,28,17,17,13,NA
365,34,NA,2.4,8.9,15,17,9.2,8.2,NA
312,16,NA,2.3,16,21,20,18,12,NA
73,2.1,NA,2.6,3.6,5.7,3.3,6.2,2.6,NA
78,4.1,NA,1.7,3.9,6.1,2.7,4.6,2.6,NA
78,3,NA,1.6,4.2,6.1,3.9,7.2,4.3,NA
76,3.7,NA,1.3,3.2,5.4,4.2,3.7,3.9,NA
96,3.4,NA,1.2,5.3,7.8,5.5,6.7,2.9,NA
34,NA,NA,0.0677720339991573,1.6,4.9,0.92,NA,NA,NA
27,NA,NA,0.53,4.2,2.5,1,NA,NA,NA
23,NA,NA,0.35,1.8,2,0.58,NA,NA,NA
28,NA,NA,0.49,2.2,2,0.57,NA,NA,NA
25,NA,NA,0.1,1.8,1.8,0.64,NA,NA,NA
28,NA,NA,0.0620832389526988,2.1,2.2,0.65,NA,NA,NA
32,NA,NA,0.72,2.8,2.4,0.7,NA,NA,NA
30,NA,NA,0.0597246415675544,0.0536461093147212,0.39,0.092505219777746,NA,NA,NA
47,NA,NA,0.0598581267862612,2,2.8,1.1,NA,NA,NA
59,NA,NA,0.27,1.7,2.6,0.98,NA,NA,NA
12,NA,NA,0.0342288462223731,0.0442556721858436,0.0852014505913278,0.0901220337833474,NA,NA,NA
80,NA,NA,0.11,2.5,3.7,1.1,NA,NA,NA
7.7,NA,NA,0.11,0.21,0.24,0.0943514934192962,NA,NA,NA
55,NA,NA,0.0609201722969299,3,4,1.9,NA,NA,NA
25,NA,NA,0.27,0.93,0.97,0.32,NA,NA,NA
53,NA,NA,0.0545617822233481,2.4,3,1.2,NA,NA,NA
40,NA,NA,0.0653113798249175,1.6,2.4,0.82,NA,NA,NA
30,NA,NA,0.0465456423802091,0.46,0.62,0.0805903803953422,NA,NA,NA
13,NA,NA,0.0475524916106127,0.31,0.0708185266325521,0.083703679857651,NA,NA,NA
45,NA,NA,0.0636191653689208,1.9,2,0.83,NA,NA,NA
30,NA,NA,0.0608850037618461,1.5,1.8,0.57,NA,NA,NA
72,NA,NA,0.37,0.97,0.67,0.25,NA,NA,NA
32,NA,NA,0.0654686404098786,1.1,2,0.85,NA,NA,NA
50,NA,NA,0.56,0.91,0.66,0.23,NA,NA,NA
21,NA,NA,0.28,0.7,0.59,0.19,NA,NA,NA
24,NA,NA,0.0466741289628637,0.82,0.74,0.0790052234255885,NA,NA,NA
35,NA,NA,0.51,2.3,2.1,0.69,NA,NA,NA
49,NA,NA,0.11,3.6,3.2,1.3,NA,NA,NA
45,NA,NA,0.0505392724394132,2.4,1.9,0.65,NA,NA,NA
31,NA,NA,0.15,0.45,0.49,0.17,NA,NA,NA
49,NA,NA,0.0651239981841924,2.1,2.1,0.65,NA,NA,NA
40,NA,NA,0.12,0.59,0.6,0.18,NA,NA,NA
31,NA,NA,0.0526895785491741,1.9,2.7,0.88,NA,NA,NA
39,NA,NA,0.0716426128420034,1.5,2.4,0.66,NA,NA,NA
13,NA,NA,0.0560549223407598,0.75,1,0.32,NA,NA,NA
38,NA,NA,0.16,1.8,4.4,1.2,NA,NA,NA
48,NA,NA,0.046861339912243,3.6,4.4,0.77,NA,NA,NA
49,NA,NA,0.24,2.2,2.2,0.82,NA,NA,NA
71,NA,NA,0.0513093472976957,3.8,4.3,1.1,NA,NA,NA
34,NA,NA,0.87,2.4,2,0.84,NA,NA,NA
38,NA,NA,1.5,3.2,3.5,0.93,NA,NA,NA
20,NA,NA,0.0594142844789239,2.8,2.9,1.1,NA,NA,NA
19,NA,NA,0.17,0.37,0.69,0.23,NA,NA,NA
7.4,NA,NA,0.0526205620095632,0.0498347739539319,0.0662518680099511,0.0951551701726499,NA,NA,NA
6.7,NA,NA,0.0527385232045632,0.0440497842963504,0.0910410314429711,0.0831618029682205,NA,NA,NA
33,NA,NA,0.0695103337211053,0.36,0.68,0.101387843538429,NA,NA,NA
12,NA,NA,0.1,0.32,0.75,0.41,NA,NA,NA
35,NA,NA,0.49,3.2,2.6,1.1,NA,NA,NA
45,NA,NA,0.61,3.4,2.8,1.1,NA,NA,NA
40,NA,NA,0.46,3.7,2.3,1.2,NA,NA,NA
23,NA,NA,0.55,1.4,2.1,0.66,NA,NA,NA
49,NA,NA,1.4,4.2,4.4,0.9,NA,NA,NA
73,NA,NA,0.0613919089549884,0.0386468435981391,0.0602893836253998,0.0953546933034567,NA,NA,NA
24,NA,NA,1,2.9,7.6,0.93,NA,NA,NA
25,NA,NA,1.2,2.6,3.6,0.68,NA,NA,NA
13,NA,NA,0.0525067283334715,0.11,0.19,0.101514325859855,NA,NA,NA
17,NA,NA,0.14,1.7,5,1.2,NA,NA,NA
3.5,NA,NA,0.15,0.35,1.1,0.25,NA,NA,NA
7.4,NA,NA,0.29,0.54,0.93,0.35,NA,NA,NA
12,NA,NA,0.2,0.25,0.27,0.09827822774847,NA,NA,NA
11,NA,NA,0.56,0.66,0.7,0.32,NA,NA,NA
43,NA,NA,9.7,13,18,3.1,NA,NA,NA
9.9,NA,NA,0.0532365704432037,0.44,0.68,0.0956926484687789,NA,NA,NA
23,NA,NA,4.4,3,5.4,0.49,NA,NA,NA
23,NA,NA,0.75,0.7,1.3,0.38,NA,NA,NA
7.1,NA,NA,0.43,0.4,0.41,0.0990961033346544,NA,NA,NA
8.2,NA,NA,0.97,0.82,1.8,0.56,NA,NA,NA
12,NA,NA,0.99,0.79,0.97,0.13,NA,NA,NA
